0,0,1000A
1350,0,1000B
2700,0,1000C
0,3280,1000D
1350,3280,1000E
2700,3280,1000F
0,6560,1000G
1350,6560,1000H
2700,6560,1000I
0,1000,500A
1350,1000,500B
2700,1000,500C
0,4280,500D
1350,4280,500E
2700,4280,500F
0,7560,500G
1350,7560,500H
2700,7560,500I
0,2000,300A
1350,2000,300B
2700,2000,300C
0,5280,300D
1350,5280,300E
2700,5280,300F
0,8560,300G
1350,8560,300H
2700,8560,300I
