0,0,1000A,1000
1350,0,1000B,1000
2700,0,1000C,1000
0,3280,1000D,1000
1350,3280,1000E,1000
2700,3280,1000F,1000
0,6560,1000G,1000
1350,6560,1000H,1000
2700,6560,1000I,1000
0,1000,500A,500
1350,1000,500B,500
2700,1000,500C,500
0,4280,500D,500
1350,4280,500E,500
2700,4280,500F,500
0,7560,500G,500
1350,7560,500H,500
2700,7560,500I,500
0,2000,300A,300
1350,2000,300B,300
2700,2000,300C,300
0,5280,300D,300
1350,5280,300E,300
2700,5280,300F,300
0,8560,300G,300
1350,8560,300H,300
2700,8560,300I,300
